common_key,full_fips,county,state,population,unemployment_rate,poverty_rate,disability_rate,homeownership_rate,Cost Per Meal ($),insecurity_rate,region,food_insecure_population,annual_budget_shortfall
unicoi tennessee,47171,Unicoi County,TN,17756,0.0453846153846153,0.1266506250366805,0.204,0.7290000000000001,4.01,0.165557930589101,S,2940,2235401
union tennessee,47173,Union County,TN,20431,0.0323076923076923,0.1329841334418226,0.216,0.802,3.94,0.1588382707642236,S,3246,2422838
van buren tennessee,47175,Van Buren County,TN,6437,0.0315384615384615,0.1609498680738786,0.207,0.8640000000000001,3.55,0.16158504850822,S,1041,700345
warren tennessee,47177,Warren County,TN,42166,0.0361538461538461,0.1530994210421241,0.18,0.7240000000000001,3.56,0.1656957770167544,S,6987,4714495
washington tennessee,47179,Washington County,TN,136261,0.0307692307692307,0.1357460049410513,0.17,0.645,4.01,0.1610865197942752,S,21950,16689474
wayne tennessee,47181,Wayne County,TN,16168,0.033076923076923,0.1926422358477114,0.195,0.802,3.63,0.1748406069168248,S,2827,1946914
weakley tennessee,47183,Weakley County,TN,33016,0.0423076923076923,0.1616600394292779,0.1939999999999999,0.6629999999999999,3.43,0.1784716715520587,S,5893,3835561
white tennessee,47185,White County,TN,28160,0.04,0.1257976639176027,0.182,0.769,3.53,0.1556018244206441,S,4382,2930599
williamson tennessee,47187,Williamson County,TN,260351,0.0215384615384615,0.04374278779197,0.0819999999999999,0.7879999999999999,4.68,0.0987182978546263,S,25702,22816370
wilson tennessee,47189,Wilson County,TN,158805,0.0261538461538461,0.0766652535636691,0.111,0.77,4.27,0.1187916334139073,S,18865,15282556
anderson texas,48001,Anderson County,TX,58439,0.0384615384615384,0.1699672102856156,0.1939999999999999,0.723,3.36,0.1752004215071321,S,10239,6521572
andrews texas,48003,Andrews County,TX,18610,0.0276923076923076,0.1496478873239436,0.13,0.785,3.68,0.1464265601300108,S,2725,1898363
angelina texas,48005,Angelina County,TX,87275,0.0384615384615384,0.1527066995569628,0.1989999999999999,0.64,3.41,0.1763529319452193,S,15392,9956877
aransas texas,48007,Aransas County,TX,24876,0.0423076923076923,0.1368149902364036,0.23,0.768,3.24,0.1698961152200244,S,4227,2599773
archer texas,48009,Archer County,TX,8867,0.0315384615384615,0.0873525633539647,0.184,0.845,3.56,0.1339457433412086,S,1188,801606
armstrong texas,48011,Armstrong County,TX,1822,0.0261538461538461,0.0479573712255772,0.113,0.802,3.51,0.1073846164776609,S,196,130301
atascosa texas,48013,Atascosa County,TX,51008,0.0384615384615384,0.149974287771264,0.142,0.774,3.18,0.1546457712323673,S,7889,4757835
austin texas,48015,Austin County,TX,31170,0.0323076923076923,0.1144415981902258,0.128,0.765,3.42,0.1378851490606934,S,4298,2788873
bailey texas,48017,Bailey County,TX,6913,0.0369230769230769,0.1157960981749528,0.148,0.799,3.7,0.1420039199786997,S,982,688017
bandera texas,48019,Bandera County,TX,22021,0.033076923076923,0.1306837000236574,0.214,0.8590000000000001,3.95,0.1539853730232389,S,3391,2537818
bastrop texas,48021,Bastrop County,TX,106582,0.0315384615384615,0.1014985136200934,0.12,0.765,3.38,0.1316501988295633,S,14032,8993323
baylor texas,48023,Baylor County,TX,3485,0.0261538461538461,0.2174174174174174,0.235,0.662,3.56,0.1977413518133518,S,690,465579
bee texas,48025,Bee County,TX,31083,0.043076923076923,0.1447080526835128,0.162,0.708,3.23,0.1636664581063108,S,5088,3119195
bell texas,48027,Bell County,TX,386897,0.0415384615384615,0.1350947506598332,0.152,0.565,3.33,0.1679401495267569,S,64976,40997464
bexar texas,48029,Bexar County,TX,2067341,0.0338461538461538,0.1342286861752619,0.151,0.588,3.19,0.1622831545794177,S,335495,203003905
blanco texas,48031,Blanco County,TX,12446,0.0307692307692307,0.0792161421572697,0.151,0.762,3.17,0.1302496053500597,S,1622,974995
borden texas,48033,Borden County,TX,713,0.0269230769230769,0.0781710914454277,0.115,0.6629999999999999,3.26,0.1280344177444974,S,92,56767
bosque texas,48035,Bosque County,TX,18687,0.0353846153846153,0.0905240569234244,0.1689999999999999,0.758,3.43,0.1399749099754999,S,2616,1702669
bowie texas,48037,Bowie County,TX,92115,0.0376923076923076,0.1573567434309422,0.147,0.634,3.41,0.1676729003575343,S,15446,9991810
brazoria texas,48039,Brazoria County,TX,391255,0.0407692307692307,0.0688719964279611,0.1169999999999999,0.741,3.48,0.1261743489679292,S,49367,32524414
brazos texas,48041,Brazos County,TX,242311,0.0292307692307692,0.1261912251808812,0.103,0.4679999999999999,3.43,0.1565076406062064,S,37924,24683495
brewster texas,48043,Brewster County,TX,9503,0.0269230769230769,0.0862886830810932,0.135,0.625,3.38,0.1373874581675384,S,1306,837035
briscoe texas,48045,Briscoe County,TX,1301,0.0292307692307692,0.1751824817518248,0.203,0.828,3.35,0.1670127377877597,S,218,138418
brooks texas,48047,Brooks County,TX,6943,0.0384615384615384,0.1648402531254823,0.2239999999999999,0.528,3.33,0.1932832717299678,S,1342,846753
brown texas,48049,Brown County,TX,38347,0.033076923076923,0.1449504950495049,0.228,0.6829999999999999,3.52,0.1739899489718202,S,6672,4448828
burleson texas,48051,Burleson County,TX,18857,0.0307692307692307,0.1239396276302743,0.15,0.8170000000000001,3.43,0.1409948025270972,S,2659,1730656
burnet texas,48053,Burnet County,TX,52652,0.0307692307692307,0.075706956210476,0.162,0.763,3.3,0.1311915556157242,S,6908,4317444
caldwell texas,48055,Caldwell County,TX,48669,0.0315384615384615,0.1158685696500822,0.148,0.753,3.17,0.1428170574315196,S,6951,4178294
calhoun texas,48057,Calhoun County,TX,19868,0.0292307692307692,0.0746071220699508,0.2019999999999999,0.773,3.02,0.1373287183733775,S,2729,1564375
callahan texas,48059,Callahan County,TX,14241,0.03,0.0862018240659017,0.183,0.809,3.53,0.1352140055898793,S,1926,1288073
cameron texas,48061,Cameron County,TX,426120,0.0584615384615384,0.231966342418192,0.123,0.652,3.07,0.1959671333751474,S,83506,48533912
camp texas,48063,Camp County,TX,12798,0.04,0.1864490197686818,0.183,0.775,3.4,0.1755100745632024,S,2247,1449081
carson texas,48065,Carson County,TX,5801,0.023076923076923,0.0707917261055634,0.111,0.792,3.55,0.1138642376824316,S,661,444696
cass texas,48067,Cass County,TX,28568,0.0453846153846153,0.170345720096136,0.195,0.7659999999999999,3.4,0.1756557021488402,S,5019,3236734
castro texas,48069,Castro County,TX,7344,0.0207692307692307,0.1867166114392738,0.093,0.636,3.35,0.1588017611516851,S,1167,740980
chambers texas,48071,Chambers County,TX,51498,0.0423076923076923,0.1153553898917709,0.113,0.816,3.41,0.1361975279056064,S,7014,4537262
cherokee texas,48073,Cherokee County,TX,51886,0.0384615384615384,0.1692067964480874,0.133,0.74,3.35,0.1616629641130727,S,8389,5326546
childress texas,48075,Childress County,TX,6743,0.0207692307692307,0.1273575734007388,0.143,0.71,3.43,0.1437405605228915,S,970,631341
clay texas,48077,Clay County,TX,10495,0.0323076923076923,0.0838127355683396,0.2019999999999999,0.84,3.56,0.1370433666702272,S,1439,970969
cochran texas,48079,Cochran County,TX,2550,0.0338461538461538,0.2707705553164012,0.22,0.6459999999999999,3.38,0.217159055134276,S,554,355067
coke texas,48081,Coke County,TX,3353,0.02,0.2148100861793807,0.208,0.711,3.24,0.1852199486115544,S,622,382555
coleman texas,48083,Coleman County,TX,7833,0.03,0.1949424672196949,0.261,0.772,3.52,0.1893868991169387,S,1484,989518
collin texas,48085,Collin County,TX,1163337,0.033076923076923,0.0568415794430339,0.081,0.645,3.94,0.1183297889904718,S,137658,102748971
collingsworth texas,48087,Collingsworth County,TX,2588,0.0276923076923076,0.2017255546425636,0.147,0.738,3.43,0.1704193456797927,S,442,287683
colorado texas,48089,Colorado County,TX,21006,0.0315384615384615,0.1037510786254504,0.1939999999999999,0.795,2.79,0.1449200504113419,S,3045,1612181
comal texas,48091,Comal County,TX,183826,0.0307692307692307,0.0634218956948956,0.142,0.7659999999999999,3.42,0.1229399155245515,S,22600,14664619
comanche texas,48093,Comanche County,TX,13950,0.0284615384615384,0.1584902851187374,0.176,0.804,3.29,0.1574750823517285,S,2197,1368734
concho texas,48095,Concho County,TX,3328,0.0284615384615384,0.1048487360132615,0.195,0.805,3.24,0.1433570880487105,S,478,293989
cooke texas,48097,Cooke County,TX,43046,0.0315384615384615,0.1294008269517774,0.149,0.718,3.62,0.1499927668556824,S,6457,4433989
coryell texas,48099,Coryell County,TX,84748,0.0423076923076923,0.1056008884912616,0.1939999999999999,0.586,3.18,0.1653270334406373,S,14012,8450600
cottle texas,48101,Cottle County,TX,1368,0.02,0.1490683229813664,0.252,0.8320000000000001,3.43,0.1635146832298136,S,224,145794
crane texas,48103,Crane County,TX,4610,0.02,0.0902133580705009,0.09,0.838,3.38,0.1114728348794063,S,514,329430
crockett texas,48105,Crockett County,TX,2822,0.03,0.0942293644996347,0.177,0.737,3.24,0.1418031490138787,S,401,246631
crosby texas,48107,Crosby County,TX,5041,0.0376923076923076,0.1962012106032143,0.212,0.688,3.65,0.1896052634587287,S,956,662189
culberson texas,48109,Culberson County,TX,2195,0.0315384615384615,0.189083820662768,0.235,0.7020000000000001,3.36,0.1879715207677313,S,413,263054
dallam texas,48111,Dallam County,TX,7298,0.0215384615384615,0.0944224235560588,0.089,0.64,3.22,0.1274379369283038,S,931,568896
dallas texas,48113,Dallas County,TX,2621179,0.0361538461538461,0.1295398399355715,0.109,0.508,3.61,0.159151996089379,S,417166,285635450
dawson texas,48115,Dawson County,TX,12134,0.0384615384615384,0.1865671641791045,0.146,0.706,3.68,0.1724146061997704,S,2093,1458082
deaf smith texas,48117,Deaf Smith County,TX,18460,0.0292307692307692,0.172497262405625,0.083,0.6679999999999999,3.74,0.1537212449648213,S,2838,2010977
delta texas,48119,Delta County,TX,5438,0.0392307692307692,0.1064888535031847,0.255,0.828,3.51,0.1591024532092111,S,866,575717
denton texas,48121,Denton County,TX,979561,0.0315384615384615,0.0585709642655536,0.093,0.655,3.94,0.1198622524438561,S,117413,87637950
dewitt texas,48123,DeWitt County,TX,20016,0.0423076923076923,0.1652722063037249,0.152,0.7390000000000001,3.02,0.1659589109543751,S,3322,1904307
dickens texas,48125,Dickens County,TX,1747,0.0376923076923076,0.1759093619558736,0.278,0.795,3.65,0.1883393697078116,S,330,228580
dimmit texas,48127,Dimmit County,TX,8380,0.0615384615384615,0.4048700479434771,0.2339999999999999,0.665,2.98,0.2758415482249267,S,2312,1306926
donley texas,48129,Donley County,TX,3257,0.0376923076923076,0.0773121387283237,0.08,0.748,3.55,0.119738091596265,S,390,262377
duval texas,48131,Duval County,TX,9742,0.0446153846153846,0.3319578175149014,0.222,0.7040000000000001,3.29,0.2387050723380242,S,2326,1449101
eastland texas,48133,Eastland County,TX,18011,0.0492307692307692,0.1577801958650707,0.175,0.716,3.29,0.1728431788733573,S,3114,1940027
ector texas,48135,Ector County,TX,164654,0.0315384615384615,0.1531622865164158,0.109,0.647,3.38,0.1550025714311423,S,25522,16357440
edwards texas,48137,Edwards County,TX,1290,0.0269230769230769,0.300658978583196,0.106,0.879,3.0,0.1847823962742365,S,239,136053
ellis texas,48139,Ellis County,TX,213160,0.0315384615384615,0.0668904221498243,0.1169999999999999,0.758,3.47,0.1200633124614339,S,25593,16810472
el paso texas,48141,El Paso County,TX,870779,0.0384615384615384,0.1735947925578067,0.138,0.642,3.36,0.1710677788214995,S,148963,94879666
erath texas,48143,Erath County,TX,43794,0.0307692307692307,0.1175671519376665,0.14,0.631,3.29,0.1501051405971514,S,6574,4095611
falls texas,48145,Falls County,TX,17291,0.0384615384615384,0.1355566056841963,0.1689999999999999,0.765,3.29,0.1558441007794608,S,2695,1678989
fannin texas,48147,Fannin County,TX,37326,0.0338461538461538,0.1295662100456621,0.14,0.787,3.49,0.1444282125043905,S,5391,3562478
fayette texas,48149,Fayette County,TX,25042,0.0346153846153846,0.0825476639430127,0.15,0.794,3.28,0.1306549013521571,S,3272,2031949
fisher texas,48151,Fisher County,TX,3655,0.0246153846153846,0.1344346340074053,0.177,0.804,3.53,0.1479173754135355,S,541,361811
floyd texas,48153,Floyd County,TX,5216,0.0361538461538461,0.1722680619843026,0.177,0.733,3.35,0.1708267658095577,S,892,566370
foard texas,48155,Foard County,TX,991,0.0292307692307692,0.0568927789934354,0.226,0.76,3.43,0.1371225564719744,S,136,88518
fort bend texas,48157,Fort Bend County,TX,893767,0.0384615384615384,0.0703218866864701,0.0819999999999999,0.77,3.6,0.1166051740722158,S,104218,71151099
franklin texas,48159,Franklin County,TX,10632,0.03,0.1115702479338843,0.144,0.82,3.4,0.1351333223140496,S,1437,926716
freestone texas,48161,Freestone County,TX,20049,0.0423076923076923,0.1175587793896948,0.188,0.754,3.0,0.1561810532189171,S,3132,1782923
frio texas,48163,Frio County,TX,18582,0.06,0.1907375859675689,0.212,0.589,3.05,0.2050818785412329,S,3811,2199793
gaines texas,48165,Gaines County,TX,22232,0.0284615384615384,0.0679504945763845,0.113,0.746,3.68,0.1190598718916673,S,2647,1844024
galveston texas,48167,Galveston County,TX,358990,0.0392307692307692,0.1085601114941685,0.136,0.6759999999999999,3.55,0.1470201108622178,S,52779,35507706
garza texas,48169,Garza County,TX,5118,0.04,0.0847130242825607,0.15,0.705,3.65,0.1401697240618102,S,718,497335
gillespie texas,48171,Gillespie County,TX,27524,0.0284615384615384,0.0926766530488727,0.139,0.7490000000000001,3.17,0.1322039565045334,S,3639,2187428
glasscock texas,48173,Glasscock County,TX,1068,0.023076923076923,0.0814524043179587,0.179,0.685,3.26,0.1384645828489469,S,148,91320
goliad texas,48175,Goliad County,TX,7141,0.04,0.1309348274845178,0.166,0.868,3.23,0.1471103627248599,S,1051,644315
gonzales texas,48177,Gonzales County,TX,19851,0.0315384615384615,0.1595082143240631,0.174,0.662,3.07,0.1689144194632812,S,3354,1949354
gray texas,48179,Gray County,TX,21045,0.0338461538461538,0.1448062676544262,0.135,0.764,3.55,0.1501309116305003,S,3160,2125928
grayson texas,48181,Grayson County,TX,143337,0.033076923076923,0.1035077205365532,0.136,0.6679999999999999,3.54,0.1430799478335203,S,20509,13756855
gregg texas,48183,Gregg County,TX,125480,0.0415384615384615,0.1476500904467729,0.14,0.603,3.48,0.1670345223360209,S,20960,13809057
grimes texas,48185,Grimes County,TX,31340,0.0392307692307692,0.1376020275054973,0.154,0.799,3.58,0.1514930269779789,S,4748,3222625
guadalupe texas,48187,Guadalupe County,TX,183642,0.0315384615384615,0.0894024103786194,0.138,0.778,3.38,0.1302752925533939,S,23925,15333898
hale texas,48189,Hale County,TX,32131,0.0369230769230769,0.1926538807726926,0.15,0.605,3.35,0.1816907038011493,S,5838,3706803
hall texas,48191,Hall County,TX,2820,0.0423076923076923,0.1619926199261992,0.2,0.736,3.55,0.1745870882770366,S,493,331672
hamilton texas,48193,Hamilton County,TX,8406,0.0376923076923076,0.1641902859283306,0.208,0.787,3.29,0.1711566364666673,S,1439,896499
hansford texas,48195,Hansford County,TX,5119,0.0307692307692307,0.0851926977687626,0.115,0.812,3.26,0.1215558218130754,S,623,384409
hardeman texas,48197,Hardeman County,TX,3501,0.0284615384615384,0.108335841107433,0.267,0.7390000000000001,3.43,0.1634568069399754,S,573,372947
hardin texas,48199,Hardin County,TX,57642,0.04,0.1193978165381741,0.16,0.823,3.37,0.1452870750906738,S,8375,5350996
harris texas,48201,Harris County,TX,4838303,0.0407692307692307,0.1514102511958626,0.11,0.547,3.47,0.1659650495508725,S,802990,527434865
harrison texas,48203,Harrison County,TX,70155,0.0446153846153846,0.1501540902572239,0.168,0.769,3.48,0.1630392348884752,S,11439,7536346
hartley texas,48205,Hartley County,TX,5215,0.0276923076923076,0.1003644519203812,0.108,0.7440000000000001,3.22,0.1286194595760281,S,671,410021
haskell texas,48207,Haskell County,TX,5421,0.0353846153846153,0.157481859188076,0.192,0.737,3.53,0.1682499003273643,S,913,610597
hays texas,48209,Hays County,TX,268638,0.03,0.083511359107214,0.1169999999999999,0.6409999999999999,3.47,0.133180771223595,S,35778,23500373
hemphill texas,48211,Hemphill County,TX,3234,0.0453846153846153,0.062398440038999,0.182,0.711,3.55,0.1411482051698707,S,457,307452
henderson texas,48213,Henderson County,TX,84862,0.0407692307692307,0.1408182447808449,0.1889999999999999,0.778,3.54,0.1616895034210866,S,13722,9204328
hidalgo texas,48215,Hidalgo County,TX,891977,0.0576923076923076,0.2507815724431076,0.132,0.675,3.07,0.2020089435895733,S,180188,104725748
hill texas,48217,Hill County,TX,37328,0.0323076923076923,0.135946527699105,0.184,0.782,3.43,0.1549057856576413,S,5783,3763966
hockley texas,48219,Hockley County,TX,21363,0.0323076923076923,0.1182258628440137,0.158,0.722,3.38,0.148134524925751,S,3165,2028497
hood texas,48221,Hood County,TX,65894,0.0384615384615384,0.0760730579190806,0.143,0.812,3.51,0.1276105629214424,S,8409,5590306
hopkins texas,48223,Hopkins County,TX,37784,0.0284615384615384,0.113528117427513,0.146,0.711,3.51,0.143210642678242,S,5412,3597900
houston texas,48225,Houston County,TX,22051,0.0384615384615384,0.1481321993756055,0.242,0.706,3.13,0.1786621978850087,S,3940,2336992
howard texas,48227,Howard County,TX,32290,0.0292307692307692,0.1333835719668425,0.178,0.695,3.26,0.1576284997391455,S,5090,3140684
hudspeth texas,48229,Hudspeth County,TX,3403,0.0376923076923076,0.1701303275801338,0.276,0.736,3.36,0.190213730295066,S,648,412733
hunt texas,48231,Hunt County,TX,108972,0.0384615384615384,0.1103731659489766,0.155,0.713,3.4,0.1484031987873679,S,16172,10429260
hutchinson texas,48233,Hutchinson County,TX,20184,0.0392307692307692,0.128769820706809,0.162,0.833,3.62,0.1477307343208144,S,2982,2047725
irion texas,48235,Irion County,TX,1409,0.0284615384615384,0.1003610108303249,0.121,0.828,3.24,0.1255821632879756,S,177,108862
jack texas,48237,Jack County,TX,8882,0.0469230769230769,0.1234600964113551,0.11,0.722,3.41,0.1470913673931853,S,1307,845481
jackson texas,48239,Jackson County,TX,15152,0.0384615384615384,0.1411090133557093,0.161,0.708,3.02,0.1601505001264032,S,2427,1391256
jasper texas,48241,Jasper County,TX,32727,0.0553846153846153,0.196449158404427,0.144,0.79,3.4,0.1771200436671928,S,5797,3738463
jeff davis texas,48243,Jeff Davis County,TX,1865,0.0423076923076923,0.2494356659142212,0.17,0.88,3.38,0.1874541795450598,S,350,224321
jefferson texas,48245,Jefferson County,TX,253878,0.0515384615384615,0.1814735720430952,0.15,0.625,3.39,0.1832819182259999,S,46532,29915689
jim hogg texas,48247,Jim Hogg County,TX,4727,0.0461538461538461,0.2769302980521004,0.128,0.564,3.29,0.2124716281840666,S,1005,626117
jim wells texas,48249,Jim Wells County,TX,38850,0.0476923076923076,0.2299772407066218,0.163,0.685,3.29,0.19592990545306,S,7612,4742288
johnson texas,48251,Johnson County,TX,195597,0.0307692307692307,0.0972125060539202,0.124,0.747,3.39,0.1319433981637477,S,25808,16592111
jones texas,48253,Jones County,TX,20304,0.0315384615384615,0.1311838718901916,0.181,0.804,3.53,0.1508147377752359,S,3063,2048477
karnes texas,48255,Karnes County,TX,14968,0.0384615384615384,0.1830557048181981,0.206,0.624,3.23,0.1889508016919494,S,2829,1734317
kaufman texas,48257,Kaufman County,TX,172604,0.0376923076923076,0.0926933659431366,0.111,0.7809999999999999,3.63,0.1286396590315829,S,22204,15291570
kendall texas,48259,Kendall County,TX,48567,0.0292307692307692,0.0476817759733949,0.123,0.795,3.54,0.1111855034693209,S,5400,3622167
kenedy texas,48261,Kenedy County,TX,145,0.0769230769230769,0.1527777777777778,0.324,0.527,3.33,0.2268418376068376,S,33,20822
kent texas,48263,Kent County,TX,734,0.0392307692307692,0.1004497751124437,0.2739999999999999,0.792,3.53,0.1634154791834851,S,120,80254
kerr texas,48265,Kerr County,TX,53489,0.0292307692307692,0.1071542256883654,0.1639999999999999,0.701,3.27,0.1457223567746912,S,7795,4825266
kimble texas,48267,Kimble County,TX,4389,0.0323076923076923,0.1106933019976498,0.223,0.789,3.27,0.1537467147247582,S,675,417839
king texas,48269,King County,TX,211,0.0192307692307692,0.2427184466019417,0.18,0.595,3.53,0.1968236781179985,S,42,28089
kinney texas,48271,Kinney County,TX,3157,0.0392307692307692,0.0858806404657933,0.255,0.8390000000000001,2.98,0.1514795264807972,S,479,270769
kleberg texas,48273,Kleberg County,TX,30579,0.0392307692307692,0.2233853087631301,0.131,0.525,3.33,0.194873076355513,S,5960,3760540
knox texas,48275,Knox County,TX,3307,0.0315384615384615,0.1501913265306122,0.175,0.774,3.53,0.1580672127158556,S,523,349773
lamar texas,48277,Lamar County,TX,50669,0.0376923076923076,0.1759211101171282,0.178,0.6609999999999999,3.48,0.1780572700973481,S,9022,5943956
lamb texas,48279,Lamb County,TX,12828,0.0307692307692307,0.1499500166611129,0.145,0.74,3.38,0.1541072516853357,S,1977,1267089
lampasas texas,48281,Lampasas County,TX,22715,0.0384615384615384,0.0874289611275289,0.223,0.8009999999999999,3.03,0.1480017227866473,S,3362,1933928
la salle texas,48283,La Salle County,TX,6839,0.0469230769230769,0.2067540865816418,0.143,0.76,3.28,0.1785809721297204,S,1222,758875
lavaca texas,48285,Lavaca County,TX,20552,0.0284615384615384,0.1052251135894258,0.142,0.7829999999999999,3.07,0.1345500454039971,S,2766,1607606
lee texas,48287,Lee County,TX,17971,0.0292307692307692,0.1009706439393939,0.15,0.778,3.38,0.1354304076340326,S,2434,1559988
leon texas,48289,Leon County,TX,16263,0.0353846153846153,0.1604226705091258,0.204,0.7659999999999999,3.0,0.1695432496859528,S,2758,1570019
liberty texas,48291,Liberty County,TX,103380,0.05,0.1805341031349532,0.141,0.823,3.26,0.1664223222408044,S,17205,10616005
limestone texas,48293,Limestone County,TX,22283,0.0392307692307692,0.1719459198454852,0.187,0.721,3.0,0.174967199234855,S,3899,2219546
lipscomb texas,48295,Lipscomb County,TX,2918,0.0292307692307692,0.1091240875912408,0.121,0.8240000000000001,3.51,0.1291293509264458,S,377,250630
live oak texas,48297,Live Oak County,TX,11620,0.0423076923076923,0.1618342586880526,0.19,0.713,3.23,0.1741875123459719,S,2025,1241425
llano texas,48299,Llano County,TX,22424,0.0353846153846153,0.1170830644417811,0.1989999999999999,0.765,2.77,0.1542355004715944,S,3459,1817604
loving texas,48301,Loving County,TX,33,0.0053846153846153,0.0606060606060606,0.727,0.111,3.68,0.2726631351981351,S,9,6270
lubbock texas,48303,Lubbock County,TX,318884,0.0292307692307692,0.1272567792276404,0.136,0.555,3.65,0.1572184045497305,S,50135,34726821
lynn texas,48305,Lynn County,TX,5752,0.0284615384615384,0.1470319634703196,0.122,0.77,3.65,0.1453929195644538,S,837,579761
mcculloch texas,48307,McCulloch County,TX,7514,0.0392307692307692,0.1454166666666666,0.203,0.6659999999999999,3.52,0.1732324871794872,S,1302,868162
mclennan texas,48309,McLennan County,TX,266067,0.0338461538461538,0.1318601380514379,0.135,0.618,3.29,0.1561987966023081,S,41560,25891943
mcmullen texas,48311,McMullen County,TX,700,0.043076923076923,0.1070287539936102,0.15,0.7829999999999999,3.18,0.1434559309412632,S,101,60913
madison texas,48313,Madison County,TX,13648,0.0423076923076923,0.1074478831848654,0.139,0.753,3.47,0.1431932356789138,S,1955,1284120
marion texas,48315,Marion County,TX,9737,0.0553846153846153,0.1662918942070885,0.22,0.785,3.48,0.1825108319536764,S,1778,1171398
martin texas,48317,Martin County,TX,5218,0.0261538461538461,0.0799765350019554,0.121,0.7809999999999999,3.51,0.1210899788514184,S,632,420154
mason texas,48319,Mason County,TX,3955,0.0323076923076923,0.0697856769472033,0.249,0.797,3.17,0.14474538320801,S,573,344434
matagorda texas,48321,Matagorda County,TX,36329,0.053076923076923,0.1942832269297736,0.175,0.6809999999999999,3.14,0.1892164159560694,S,6875,4091558
maverick texas,48323,Maverick County,TX,58082,0.0838461538461538,0.2178532311062431,0.127,0.705,2.98,0.1999875034965035,S,11616,6566284
medina texas,48325,Medina County,TX,53547,0.0376923076923076,0.0956801359058366,0.179,0.838,3.05,0.1390482666591993,S,7446,4297994
menard texas,48327,Menard County,TX,1955,0.0292307692307692,0.1836842105263157,0.2739999999999999,0.807,3.24,0.1853843117408907,S,363,223259
midland texas,48329,Midland County,TX,174801,0.0276923076923076,0.1094817733031784,0.111,0.6759999999999999,3.51,0.1370684102751168,S,23960,15928615
milam texas,48331,Milam County,TX,25567,0.0392307692307692,0.1257258164147757,0.159,0.769,3.38,0.1506701248958594,S,3853,2469446
mills texas,48333,Mills County,TX,4511,0.03,0.0711592836946277,0.161,0.8029999999999999,3.52,0.1262898821866164,S,570,380070
mitchell texas,48335,Mitchell County,TX,9018,0.0284615384615384,0.1398496240601503,0.161,0.787,3.26,0.1495233828802776,S,1349,832373
montague texas,48337,Montague County,TX,21046,0.0392307692307692,0.1371397552309514,0.186,0.799,3.44,0.1576755525828297,S,3319,2166835
montgomery texas,48339,Montgomery County,TX,684432,0.0369230769230769,0.0888827371875951,0.105,0.718,3.63,0.130305684130897,S,89186,61421094
moore texas,48341,Moore County,TX,21373,0.0238461538461538,0.1743023946170591,0.106,0.625,3.22,0.1594506257820944,S,3408,2082489
morris texas,48343,Morris County,TX,12076,0.0484615384615384,0.1847139347139347,0.2189999999999999,0.7390000000000001,3.4,0.188510334017334,S,2277,1468429
motley texas,48345,Motley County,TX,1183,0.0376923076923076,0.1655052264808362,0.223,0.765,3.35,0.1761251967300991,S,209,132703
nacogdoches texas,48347,Nacogdoches County,TX,65162,0.0392307692307692,0.1660201572403283,0.156,0.593,3.55,0.1759498460499428,S,11466,7713889
navarro texas,48349,Navarro County,TX,54711,0.0415384615384615,0.1619718309859155,0.166,0.6940000000000001,3.09,0.1704763401950162,S,9327,5458007
newton texas,48351,Newton County,TX,12093,0.0584615384615384,0.1843696027633851,0.172,0.8290000000000001,3.4,0.1773000158097516,S,2145,1383302
nolan texas,48353,Nolan County,TX,14454,0.0323076923076923,0.2124685697382044,0.1969999999999999,0.6809999999999999,3.53,0.1900561036146223,S,2748,1837811
nueces texas,48355,Nueces County,TX,352955,0.0384615384615384,0.1610693058591154,0.142,0.597,3.39,0.170896317237534,S,60319,38779429
ochiltree texas,48357,Ochiltree County,TX,9786,0.0284615384615384,0.1207176051010483,0.161,0.727,3.26,0.1474315525858557,S,1443,890375
oldham texas,48359,Oldham County,TX,2249,0.0292307692307692,0.2098986285032796,0.099,0.736,3.74,0.1644784985092427,S,370,262178
orange texas,48361,Orange County,TX,85307,0.0407692307692307,0.1183386738969682,0.1639999999999999,0.752,3.42,0.1511222858876396,S,12892,8365322
palo pinto texas,48363,Palo Pinto County,TX,29295,0.0376923076923076,0.1634532990574121,0.174,0.71,3.41,0.1696469568255224,S,4970,3215026
panola texas,48365,Panola County,TX,22726,0.0469230769230769,0.1046997748885928,0.168,0.799,3.26,0.1468799406476282,S,3338,2059647
parker texas,48367,Parker County,TX,165168,0.03,0.0772635354267618,0.1369999999999999,0.807,3.62,0.1232804937616849,S,20362,13982483
parmer texas,48369,Parmer County,TX,9731,0.0215384615384615,0.0898525772086516,0.121,0.721,3.7,0.1265057479409647,S,1232,863174
pecos texas,48371,Pecos County,TX,14896,0.0353846153846153,0.2146401985111662,0.104,0.72,3.38,0.1710094689826302,S,2548,1633052
polk texas,48373,Polk County,TX,52800,0.0446153846153846,0.1574774926732589,0.2269999999999999,0.7809999999999999,3.15,0.1763006044905989,S,9309,5558647
potter texas,48375,Potter County,TX,115975,0.0284615384615384,0.1905697073193871,0.15,0.573,3.51,0.1793784505223442,S,20804,13830506
presidio texas,48377,Presidio County,TX,5930,0.0584615384615384,0.3258024027254796,0.1669999999999999,0.773,3.38,0.2272417053971669,S,1348,863954
rains texas,48379,Rains County,TX,12775,0.0338461538461538,0.1005465359266998,0.188,0.826,3.56,0.1415286806968951,S,1809,1220627
