County,Population,Poverty,Poverty_Ugstudents,
"Bryan County, Georgia",,,,
    Estimate,"46,185","3,078",25,
"Bulloch County, Georgia",,,,
    Estimate,"73,163","16,601","6,284",
"Burke County, Georgia",,,,
    Estimate,"23,314","4,224",80,
"Butts County, Georgia",,,,
    Estimate,"23,290","2,495",168,
"Calhoun County, Georgia",,,,
    Estimate,"3,633",818,7,
"Camden County, Georgia",,,,
    Estimate,"52,729","6,457",113,
"Candler County, Georgia",,,,
    Estimate,"10,384","1,691",34,
"Carroll County, Georgia",,,,
    Estimate,"116,241","17,416","1,809",
"Catoosa County, Georgia",,,,
    Estimate,"65,899","6,392",227,
"Charlton County, Georgia",,,,
    Estimate,"11,889","2,039",110,
"Chatham County, Georgia",,,,
    Estimate,"278,395","38,997","3,745",
"Chattahoochee County, Georgia",,,,
    Estimate,"3,981",581,37,
"Chattooga County, Georgia",,,,
    Estimate,"22,780","4,694",100,
"Cherokee County, Georgia",,,,
    Estimate,"270,149","18,694","1,915",
"Clarke County, Georgia",,,,
    Estimate,"116,044","30,355","12,753",
"Clay County, Georgia",,,,
    Estimate,"2,660",510,16,
"Clayton County, Georgia",,,,
    Estimate,"282,483","48,740","1,761",
"Clinch County, Georgia",,,,
    Estimate,"6,371","1,625",64,
"Cobb County, Georgia",,,,
    Estimate,"738,609","64,012","6,702",
"Coffee County, Georgia",,,,
    Estimate,"37,741","8,586",359,
"Colquitt County, Georgia",,,,
    Estimate,"43,686","9,658",259,
"Columbia County, Georgia",,,,
    Estimate,"155,560","11,720",639,
"Cook County, Georgia",,,,
    Estimate,"16,561","2,884",82,
"Coweta County, Georgia",,,,
    Estimate,"147,330","10,792",458,
"Crawford County, Georgia",,,,
    Estimate,"11,706","1,374",7,
"Crisp County, Georgia",,,,
    Estimate,"18,481","4,207",98,
"Dade County, Georgia",,,,
    Estimate,"14,456","1,171",14,
"Dawson County, Georgia",,,,
    Estimate,"29,215","2,393",36,
"Decatur County, Georgia",,,,
    Estimate,"26,949","5,888",141,
"DeKalb County, Georgia",,,,
    Estimate,"725,702","98,074","5,773",
"Dodge County, Georgia",,,,
    Estimate,"17,683","3,700",163,
"Dooly County, Georgia",,,,
    Estimate,"8,303","1,322",54,
"Dougherty County, Georgia",,,,
    Estimate,"76,715","18,629","1,419",
"Douglas County, Georgia",,,,
    Estimate,"140,865","15,035",808,
"Early County, Georgia",,,,
    Estimate,"10,100","2,373",65,
"Echols County, Georgia",,,,
    Estimate,"3,471",409,0,
"Effingham County, Georgia",,,,
    Estimate,"66,032","4,502",277,
"Elbert County, Georgia",,,,
    Estimate,"18,860","3,233",302,
"Emanuel County, Georgia",,,,
    Estimate,"20,984","5,077",188,
"Evans County, Georgia",,,,
    Estimate,"9,842","1,862",25,
"Fannin County, Georgia",,,,
    Estimate,"25,087","3,449",80,
"Fayette County, Georgia",,,,
    Estimate,"118,498","6,365",523,
"Floyd County, Georgia",,,,
    Estimate,"92,390","14,416",989,
"Forsyth County, Georgia",,,,
    Estimate,"258,509","11,138",327,
"Franklin County, Georgia",,,,
    Estimate,"22,636","4,332",87,
"Fulton County, Georgia",,,,
    Estimate,"1,012,802","123,998","9,016",
"Gilmer County, Georgia",,,,
    Estimate,"31,291","5,036",147,
"Glascock County, Georgia",,,,
    Estimate,"2,795",352,39,
"Glynn County, Georgia",,,,
    Estimate,"81,760","12,711",379,
"Gordon County, Georgia",,,,
    Estimate,"56,262","6,866",165,
"Grady County, Georgia",,,,
    Estimate,"24,812","4,771",136,
"Greene County, Georgia",,,,
    Estimate,"19,587","1,889",7,
"Gwinnett County, Georgia",,,,
    Estimate,"939,419","101,098","5,603",
"Habersham County, Georgia",,,,
    Estimate,"43,736","6,127",355,
"Hall County, Georgia",,,,
    Estimate,"202,728","23,325","1,218",
"Hancock County, Georgia",,,,
    Estimate,"6,704","2,076",60,
"Haralson County, Georgia",,,,
    Estimate,"29,989","4,376",104,
"Harris County, Georgia",,,,
    Estimate,"34,717","3,025",166,
"Hart County, Georgia",,,,
    Estimate,"25,428","2,917",32,
"Heard County, Georgia",,,,
    Estimate,"11,192","1,993",21,
"Henry County, Georgia",,,,
    Estimate,"240,773","21,540",744,
"Houston County, Georgia",,,,
    Estimate,"161,383","17,754",682,
"Irwin County, Georgia",,,,
    Estimate,"8,678","1,951",48,
"Jackson County, Georgia",,,,
    Estimate,"80,983","5,907",274,
"Jasper County, Georgia",,,,
    Estimate,"15,127","2,341",32,
"Jeff Davis County, Georgia",,,,
    Estimate,"14,341","3,107",15,
"Jefferson County, Georgia",,,,
    Estimate,"14,392","2,350",125,
"Jenkins County, Georgia",,,,
    Estimate,"7,212","1,658",132,
"Johnson County, Georgia",,,,
    Estimate,"7,440","1,753",38,
"Jones County, Georgia",,,,
    Estimate,"27,404","3,349",61,
"Lamar County, Georgia",,,,
    Estimate,"18,024","1,751",25,
"Lanier County, Georgia",,,,
    Estimate,"9,661","2,529",46,
"Laurens County, Georgia",,,,
    Estimate,"47,050","10,497",331,
"Lee County, Georgia",,,,
    Estimate,"31,067","1,727",157,
"Liberty County, Georgia",,,,
    Estimate,"60,644","9,007",514,
"Lincoln County, Georgia",,,,
    Estimate,"7,591","1,302",36,
"Long County, Georgia",,,,
    Estimate,"17,427","2,991",122,
"Lowndes County, Georgia",,,,
    Estimate,"110,156","20,884","3,225",
"Lumpkin County, Georgia",,,,
    Estimate,"30,403","4,281","1,224",
"McDuffie County, Georgia",,,,
    Estimate,"20,601","4,001",183,
"McIntosh County, Georgia",,,,
    Estimate,"11,073","2,545",33,
"Macon County, Georgia",,,,
    Estimate,"9,575","2,314",97,
"Madison County, Georgia",,,,
    Estimate,"30,072","5,042",56,
"Marion County, Georgia",,,,
    Estimate,"7,222","1,472",0,
"Meriwether County, Georgia",,,,
    Estimate,"20,038","3,732",25,
"Miller County, Georgia",,,,
    Estimate,"5,529","1,286",39,
"Mitchell County, Georgia",,,,
    Estimate,"18,967","4,359",210,
"Monroe County, Georgia",,,,
    Estimate,"27,446","3,363",99,
"Montgomery County, Georgia",,,,
    Estimate,"7,525","1,547",22,
"Morgan County, Georgia",,,,
    Estimate,"20,389","1,774",18,
"Murray County, Georgia",,,,
    Estimate,"38,946","5,542",320,
"Muscogee County, Georgia",,,,
    Estimate,"190,191","35,803","1,631",
"Newton County, Georgia",,,,
    Estimate,"112,317","13,680",336,
"Oconee County, Georgia",,,,
    Estimate,"42,283","2,621",684,
"Oglethorpe County, Georgia",,,,
    Estimate,"14,750","1,708",33,
"Paulding County, Georgia",,,,
    Estimate,"171,563","11,392",537,
"Peach County, Georgia",,,,
    Estimate,"26,181","4,425",510,
"Pickens County, Georgia",,,,
    Estimate,"33,726","3,808",133,
"Pierce County, Georgia",,,,
    Estimate,"19,434","2,660",0,
"Pike County, Georgia",,,,
    Estimate,"19,028","1,779",91,
"Polk County, Georgia",,,,
    Estimate,"41,151","6,527",540,
"Pulaski County, Georgia",,,,
    Estimate,"8,339","1,328",75,
"Putnam County, Georgia",,,,
    Estimate,"22,115","3,858",175,
"Quitman County, Georgia",,,,
    Estimate,"2,211",355,20,
"Rabun County, Georgia",,,,
    Estimate,"16,653","2,169",29,
"Randolph County, Georgia",,,,
    Estimate,"5,797","1,689",117,
"Richmond County, Georgia",,,,
    Estimate,"189,003","36,703","2,474",
"Rockdale County, Georgia",,,,
    Estimate,"91,968","9,588",702,
"Schley County, Georgia",,,,
    Estimate,"4,434",617,29,
"Screven County, Georgia",,,,
    Estimate,"13,308","2,113",77,
"Seminole County, Georgia",,,,
    Estimate,"8,799","1,787",50,
"Spalding County, Georgia",,,,
    Estimate,"65,521","12,050",371,
"Stephens County, Georgia",,,,
    Estimate,"25,025","3,965",122,
"Stewart County, Georgia",,,,
    Estimate,"3,844","1,029",8,
"Sumter County, Georgia",,,,
    Estimate,"26,452","6,090",545,
"Talbot County, Georgia",,,,
    Estimate,"5,552","1,397",36,
"Taliaferro County, Georgia",,,,
    Estimate,"1,499",305,0,
"Tattnall County, Georgia",,,,
    Estimate,"19,211","4,399",253,
"Taylor County, Georgia",,,,
    Estimate,"7,411","2,352",78,
"Telfair County, Georgia",,,,
    Estimate,"9,308","2,161",1,
"Terrell County, Georgia",,,,
    Estimate,"8,208","2,646",64,
"Thomas County, Georgia",,,,
    Estimate,"43,848","7,731",280,
"Tift County, Georgia",,,,
    Estimate,"37,872","7,705",207,
"Toombs County, Georgia",,,,
    Estimate,"25,602","5,669",127,
"Towns County, Georgia",,,,
    Estimate,"11,774","1,542",23,
"Treutlen County, Georgia",,,,
    Estimate,"5,870",774,39,
"Troup County, Georgia",,,,
    Estimate,"65,928","10,868",479,
"Turner County, Georgia",,,,
    Estimate,"8,285","1,684",3,
"Twiggs County, Georgia",,,,
    Estimate,"7,616","1,388",10,
"Union County, Georgia",,,,
    Estimate,"25,146","2,678",43,
"Upson County, Georgia",,,,
    Estimate,"26,219","5,150",58,
"Walker County, Georgia",,,,
    Estimate,"65,111","8,522",294,
"Walton County, Georgia",,,,
    Estimate,"98,874","11,739",174,
"Ware County, Georgia",,,,
    Estimate,"32,570","6,985",199,
"Warren County, Georgia",,,,
    Estimate,"4,923","1,018",0,
"Washington County, Georgia",,,,
    Estimate,"17,497","2,964",10,
"Wayne County, Georgia",,,,
    Estimate,"27,847","5,794",137,
"Webster County, Georgia",,,,
    Estimate,"2,362",527,29,
"Wheeler County, Georgia",,,,
    Estimate,"6,049","1,948",118,
"White County, Georgia",,,,
    Estimate,"27,154","3,415",215,
"Whitfield County, Georgia",,,,
    Estimate,"98,850","14,237",356,
"Wilcox County, Georgia",,,,
    Estimate,"6,802","1,465",27,
"Wilkes County, Georgia",,,,
    Estimate,"9,158","1,630",44,
"Wilkinson County, Georgia",,,,
    Estimate,"8,377","1,809",31,
"Worth County, Georgia",,,,
    Estimate,"19,577","4,672",148,
"Hawaii County, Hawaii",,,,
    Estimate,"196,385","29,237","2,028",
"Honolulu County, Hawaii",,,,
    Estimate,"938,190","86,076","5,700",
"Kalawao County, Hawaii",,,,
    Estimate,66,15,0,
"Kauai County, Hawaii",,,,
    Estimate,"70,941","6,522",80,
"Maui County, Hawaii",,,,
    Estimate,"157,626","14,539",500,
"Ada County, Idaho",,,,
    Estimate,"491,364","40,986","5,474",
"Adams County, Idaho",,,,
    Estimate,"4,585",834,5,
"Bannock County, Idaho",,,,
    Estimate,"83,356","9,987","1,017",
"Bear Lake County, Idaho",,,,
    Estimate,"6,329",438,16,
"Benewah County, Idaho",,,,
    Estimate,"9,783","1,268",14,
"Bingham County, Idaho",,,,
    Estimate,"47,104","5,387",182,
"Blaine County, Idaho",,,,
    Estimate,"24,274","1,644",0,
"Boise County, Idaho",,,,
    Estimate,"8,081",602,14,
"Bonner County, Idaho",,,,
    Estimate,"49,248","5,339",34,
"Bonneville County, Idaho",,,,
    Estimate,"122,487","11,743",535,
"Boundary County, Idaho",,,,
    Estimate,"12,560","1,749",69,
"Butte County, Idaho",,,,
    Estimate,"2,605",489,1,
"Camas County, Idaho",,,,
    Estimate,"1,074",66,6,
"Canyon County, Idaho",,,,
    Estimate,"237,451","24,836","1,379",
"Caribou County, Idaho",,,,
    Estimate,"6,792",600,50,
"Cassia County, Idaho",,,,
    Estimate,"24,086","3,036",54,
"Clark County, Idaho",,,,
    Estimate,790,95,0,
"Clearwater County, Idaho",,,,
    Estimate,"8,071","1,058",25,
"Custer County, Idaho",,,,
    Estimate,"4,401",696,0,
"Elmore County, Idaho",,,,
    Estimate,"26,611","2,736",151,
"Franklin County, Idaho",,,,
    Estimate,"14,109","1,007",2,
"Fremont County, Idaho",,,,
    Estimate,"12,946","1,270",62,
"Gem County, Idaho",,,,
    Estimate,"19,424","2,338",0,
"Gooding County, Idaho",,,,
    Estimate,"14,989","1,955",81,
"Idaho County, Idaho",,,,
    Estimate,"16,366","1,790",36,
"Jefferson County, Idaho",,,,
    Estimate,"31,650","3,037",79,
"Jerome County, Idaho",,,,
    Estimate,"23,793","2,984",84,
"Kootenai County, Idaho",,,,
    Estimate,"174,233","15,295",473,
"Latah County, Idaho",,,,
    Estimate,"35,874","6,295","2,803",
"Lemhi County, Idaho",,,,
    Estimate,"7,991",997,19,
"Lewis County, Idaho",,,,
    Estimate,"3,521",535,6,
"Lincoln County, Idaho",,,,
    Estimate,"5,069",519,41,
"Madison County, Idaho",,,,
    Estimate,"40,790","10,049","5,405",
"Minidoka County, Idaho",,,,
    Estimate,"21,120","3,011",60,
"Nez Perce County, Idaho",,,,
    Estimate,"40,169","4,801",720,
"Oneida County, Idaho",,,,
    Estimate,"4,564",490,27,
"Owyhee County, Idaho",,,,
    Estimate,"11,858","1,447",22,
"Payette County, Idaho",,,,
    Estimate,"25,560","2,547",51,
"Power County, Idaho",,,,
    Estimate,"7,792",729,16,
"Shoshone County, Idaho",,,,
    Estimate,"13,179","1,664",28,
"Teton County, Idaho",,,,
    Estimate,"12,026","1,058",27,
"Twin Falls County, Idaho",,,,
    Estimate,"89,394","9,730",456,
"Valley County, Idaho",,,,
    Estimate,"11,874","1,433",29,
"Washington County, Idaho",,,,
    Estimate,"10,630","1,609",17,
"Adams County, Illinois",,,,
    Estimate,"60,967","7,724",454,
"Alexander County, Illinois",,,,
    Estimate,"4,699",905,26,
"Bond County, Illinois",,,,
    Estimate,"14,134","1,576",18,
"Boone County, Illinois",,,,
    Estimate,"51,041","5,061",168,
"Brown County, Illinois",,,,
    Estimate,"4,224",395,0,
"Bureau County, Illinois",,,,
    Estimate,"31,334","3,330",151,
"Calhoun County, Illinois",,,,
    Estimate,"4,110",254,0,
"Carroll County, Illinois",,,,
    Estimate,"13,534","1,876",70,
"Cass County, Illinois",,,,
    Estimate,"12,293","1,296",61,
"Champaign County, Illinois",,,,
    Estimate,"187,026","36,168","13,622",
"Christian County, Illinois",,,,
    Estimate,"30,856","3,171",46,
"Clark County, Illinois",,,,
    Estimate,"14,511","1,303",14,
"Clay County, Illinois",,,,
    Estimate,"12,442","2,165",136,
"Clinton County, Illinois",,,,
    Estimate,"33,623","2,445",149,
"Coles County, Illinois",,,,
    Estimate,"41,740","7,809","1,001",
"Cook County, Illinois",,,,
    Estimate,"4,935,505","660,716","39,607",
"Crawford County, Illinois",,,,
    Estimate,"16,562","2,000",113,
"Cumberland County, Illinois",,,,
    Estimate,"9,810",923,44,
"DeKalb County, Illinois",,,,
    Estimate,"93,000","13,687","2,773",
"De Witt County, Illinois",,,,
    Estimate,"14,491","1,313",25,
"Douglas County, Illinois",,,,
    Estimate,"18,581","1,539",78,
"DuPage County, Illinois",,,,
    Estimate,"886,460","58,107","3,312",
"Edgar County, Illinois",,,,
    Estimate,"15,662","1,902",53,
"Edwards County, Illinois",,,,
    Estimate,"5,805",915,17,
"Effingham County, Illinois",,,,
    Estimate,"32,850","3,290",163,
"Fayette County, Illinois",,,,
    Estimate,"19,500","2,924",185,
"Ford County, Illinois",,,,
    Estimate,"12,439","1,551",20,
"Franklin County, Illinois",,,,
    Estimate,"35,445","6,200",67,
"Fulton County, Illinois",,,,
    Estimate,"30,096","3,886",295,
"Gallatin County, Illinois",,,,
    Estimate,"4,681",634,7,
"Greene County, Illinois",,,,
    Estimate,"11,045","1,556",23,
"Grundy County, Illinois",,,,
    Estimate,"51,279","3,091",274,
"Hamilton County, Illinois",,,,
    Estimate,"7,604",936,114,
"Hancock County, Illinois",,,,
    Estimate,"16,531","2,017",32,
"Hardin County, Illinois",,,,
    Estimate,"3,451",375,7,
"Henderson County, Illinois",,,,
    Estimate,"5,982",806,6,
"Henry County, Illinois",,,,
    Estimate,"46,722","4,008",49,
"Iroquois County, Illinois",,,,
    Estimate,"25,185","3,075",20,
"Jackson County, Illinois",,,,
    Estimate,"47,512","9,921","2,231",
"Jasper County, Illinois",,,,
    Estimate,"8,742",951,0,
"Jefferson County, Illinois",,,,
    Estimate,"33,772","4,405",91,
"Jersey County, Illinois",,,,
    Estimate,"19,788","1,767",49,
"Jo Daviess County, Illinois",,,,
    Estimate,"21,081","1,662",61,
"Johnson County, Illinois",,,,
    Estimate,"11,193","1,964",34,
"Kane County, Illinois",,,,
    Estimate,"494,802","38,615","1,740",
