"Label (Grouping)","Total"
"    Margin of Error","*****"
"Lafayette County, Florida",""
"    Estimate","8,161"
"    Margin of Error","*****"
"Lake County, Florida",""
"    Estimate","412,924"
"    Margin of Error","*****"
"Lee County, Florida",""
"    Estimate","817,666"
"    Margin of Error","*****"
"Leon County, Florida",""
"    Estimate","297,542"
"    Margin of Error","*****"
"Levy County, Florida",""
"    Estimate","45,391"
"    Margin of Error","*****"
"Liberty County, Florida",""
"    Estimate","7,687"
"    Margin of Error","*****"
"Madison County, Florida",""
"    Estimate","18,089"
"    Margin of Error","*****"
"Manatee County, Florida",""
"    Estimate","429,792"
"    Margin of Error","*****"
"Marion County, Florida",""
"    Estimate","400,078"
"    Margin of Error","*****"
"Martin County, Florida",""
"    Estimate","162,176"
"    Margin of Error","*****"
"Miami-Dade County, Florida",""
"    Estimate","2,738,356"
"    Margin of Error","*****"
"Monroe County, Florida",""
"    Estimate","81,860"
"    Margin of Error","*****"
"Nassau County, Florida",""
"    Estimate","97,859"
"    Margin of Error","*****"
"Okaloosa County, Florida",""
"    Estimate","216,599"
"    Margin of Error","*****"
"Okeechobee County, Florida",""
"    Estimate","40,816"
"    Margin of Error","*****"
"Orange County, Florida",""
"    Estimate","1,471,937"
"    Margin of Error","*****"
"Osceola County, Florida",""
"    Estimate","427,415"
"    Margin of Error","*****"
"Palm Beach County, Florida",""
"    Estimate","1,533,806"
"    Margin of Error","*****"
"Pasco County, Florida",""
"    Estimate","611,444"
"    Margin of Error","*****"
"Pinellas County, Florida",""
"    Estimate","963,481"
"    Margin of Error","*****"
"Polk County, Florida",""
"    Estimate","790,694"
"    Margin of Error","*****"
"Putnam County, Florida",""
"    Estimate","75,164"
"    Margin of Error","*****"
"St. Johns County, Florida",""
"    Estimate","306,934"
"    Margin of Error","*****"
"St. Lucie County, Florida",""
"    Estimate","360,500"
"    Margin of Error","*****"
"Santa Rosa County, Florida",""
"    Estimate","198,472"
"    Margin of Error","*****"
"Sarasota County, Florida",""
"    Estimate","459,547"
"    Margin of Error","*****"
"Seminole County, Florida",""
"    Estimate","481,470"
"    Margin of Error","*****"
"Sumter County, Florida",""
"    Estimate","143,408"
"    Margin of Error","*****"
"Suwannee County, Florida",""
"    Estimate","45,342"
"    Margin of Error","*****"
"Taylor County, Florida",""
"    Estimate","21,503"
"    Margin of Error","*****"
"Union County, Florida",""
"    Estimate","15,701"
"    Margin of Error","*****"
"Volusia County, Florida",""
"    Estimate","579,622"
"    Margin of Error","*****"
"Wakulla County, Florida",""
"    Estimate","35,387"
"    Margin of Error","*****"
"Walton County, Florida",""
"    Estimate","82,948"
"    Margin of Error","*****"
"Washington County, Florida",""
"    Estimate","25,529"
"    Margin of Error","*****"
"Appling County, Georgia",""
"    Estimate","18,493"
"    Margin of Error","*****"
"Atkinson County, Georgia",""
"    Estimate","8,337"
"    Margin of Error","*****"
"Bacon County, Georgia",""
"    Estimate","11,109"
"    Margin of Error","*****"
"Baker County, Georgia",""
"    Estimate","2,790"
"    Margin of Error","*****"
"Baldwin County, Georgia",""
"    Estimate","43,642"
"    Margin of Error","*****"
"Banks County, Georgia",""
"    Estimate","19,264"
"    Margin of Error","*****"
"Barrow County, Georgia",""
"    Estimate","89,886"
"    Margin of Error","*****"
"Bartow County, Georgia",""
"    Estimate","113,113"
"    Margin of Error","*****"
"Ben Hill County, Georgia",""
"    Estimate","17,089"
"    Margin of Error","*****"
"Berrien County, Georgia",""
"    Estimate","18,352"
"    Margin of Error","*****"
"Bibb County, Georgia",""
"    Estimate","156,578"
"    Margin of Error","*****"
"Bleckley County, Georgia",""
"    Estimate","12,430"
"    Margin of Error","*****"
"Brantley County, Georgia",""
"    Estimate","18,315"
"    Margin of Error","*****"
"Brooks County, Georgia",""
"    Estimate","16,293"
"    Margin of Error","*****"
"Bryan County, Georgia",""
"    Estimate","48,263"
"    Margin of Error","*****"
"Bulloch County, Georgia",""
"    Estimate","82,683"
"    Margin of Error","*****"
"Burke County, Georgia",""
"    Estimate","24,470"
"    Margin of Error","*****"
"Butts County, Georgia",""
"    Estimate","26,496"
"    Margin of Error","*****"
"Calhoun County, Georgia",""
"    Estimate","5,498"
"    Margin of Error","*****"
"Camden County, Georgia",""
"    Estimate","56,970"
"    Margin of Error","*****"
"Candler County, Georgia",""
"    Estimate","11,043"
"    Margin of Error","*****"
"Carroll County, Georgia",""
"    Estimate","124,569"
"    Margin of Error","*****"
"Catoosa County, Georgia",""
"    Estimate","68,634"
"    Margin of Error","*****"
"Charlton County, Georgia",""
"    Estimate","12,818"
"    Margin of Error","*****"
"Chatham County, Georgia",""
"    Estimate","300,879"
"    Margin of Error","*****"
"Chattahoochee County, Georgia",""
"    Estimate","8,887"
"    Margin of Error","*****"
"Chattooga County, Georgia",""
"    Estimate","25,036"
"    Margin of Error","*****"
"Cherokee County, Georgia",""
"    Estimate","281,032"
"    Margin of Error","*****"
"Clarke County, Georgia",""
"    Estimate","129,609"
"    Margin of Error","*****"
"Clay County, Georgia",""
"    Estimate","2,850"
"    Margin of Error","*****"
"Clayton County, Georgia",""
"    Estimate","298,924"
"    Margin of Error","*****"
"Clinch County, Georgia",""
"    Estimate","6,759"
"    Margin of Error","*****"
"Cobb County, Georgia",""
"    Estimate","775,208"
"    Margin of Error","*****"
"Coffee County, Georgia",""
"    Estimate","43,347"
"    Margin of Error","*****"
"Colquitt County, Georgia",""
"    Estimate","46,224"
"    Margin of Error","*****"
"Columbia County, Georgia",""
"    Estimate","162,434"
"    Margin of Error","*****"
"Cook County, Georgia",""
"    Estimate","17,532"
"    Margin of Error","*****"
"Coweta County, Georgia",""
"    Estimate","152,852"
"    Margin of Error","*****"
"Crawford County, Georgia",""
"    Estimate","12,225"
"    Margin of Error","*****"
"Crisp County, Georgia",""
"    Estimate","19,790"
"    Margin of Error","*****"
"Dade County, Georgia",""
"    Estimate","16,165"
"    Margin of Error","*****"
"Dawson County, Georgia",""
"    Estimate","30,242"
"    Margin of Error","*****"
"Decatur County, Georgia",""
"    Estimate","29,195"
"    Margin of Error","*****"
"DeKalb County, Georgia",""
"    Estimate","765,351"
"    Margin of Error","*****"
"Dodge County, Georgia",""
"    Estimate","19,805"
"    Margin of Error","*****"
"Dooly County, Georgia",""
"    Estimate","10,984"
"    Margin of Error","*****"
"Dougherty County, Georgia",""
"    Estimate","83,091"
"    Margin of Error","*****"
"Douglas County, Georgia",""
"    Estimate","147,888"
"    Margin of Error","*****"
"Early County, Georgia",""
"    Estimate","10,603"
"    Margin of Error","*****"
"Echols County, Georgia",""
"    Estimate","3,709"
"    Margin of Error","*****"
"Effingham County, Georgia",""
"    Estimate","69,143"
"    Margin of Error","*****"
"Elbert County, Georgia",""
"    Estimate","19,849"
"    Margin of Error","*****"
"Emanuel County, Georgia",""
"    Estimate","23,026"
"    Margin of Error","*****"
"Evans County, Georgia",""
"    Estimate","10,757"
"    Margin of Error","*****"
"Fannin County, Georgia",""
"    Estimate","25,742"
"    Margin of Error","*****"
"Fayette County, Georgia",""
"    Estimate","122,244"
"    Margin of Error","*****"
"Floyd County, Georgia",""
"    Estimate","99,693"
"    Margin of Error","*****"
"Forsyth County, Georgia",""
"    Estimate","267,287"
"    Margin of Error","*****"
"Franklin County, Georgia",""
"    Estimate","24,234"
"    Margin of Error","*****"
"Fulton County, Georgia",""
"    Estimate","1,076,561"
"    Margin of Error","*****"
"Gilmer County, Georgia",""
"    Estimate","32,426"
"    Margin of Error","*****"
"Glascock County, Georgia",""
"    Estimate","2,932"
"    Margin of Error","*****"
"Glynn County, Georgia",""
"    Estimate","85,447"
"    Margin of Error","*****"
"Gordon County, Georgia",""
"    Estimate","59,100"
"    Margin of Error","*****"
"Grady County, Georgia",""
"    Estimate","26,108"
"    Margin of Error","*****"
"Greene County, Georgia",""
"    Estimate","20,109"
"    Margin of Error","*****"
"Gwinnett County, Georgia",""
"    Estimate","979,864"
"    Margin of Error","*****"
"Habersham County, Georgia",""
"    Estimate","47,793"
"    Margin of Error","*****"
"Hall County, Georgia",""
"    Estimate","212,705"
"    Margin of Error","*****"
"Hancock County, Georgia",""
"    Estimate","8,650"
"    Margin of Error","*****"
"Haralson County, Georgia",""
"    Estimate","31,285"
"    Margin of Error","*****"
"Harris County, Georgia",""
"    Estimate","36,086"
"    Margin of Error","*****"
"Hart County, Georgia",""
"    Estimate","26,939"
"    Margin of Error","*****"
"Heard County, Georgia",""
"    Estimate","11,773"
"    Margin of Error","*****"
"Henry County, Georgia",""
"    Estimate","249,960"
"    Margin of Error","*****"
"Houston County, Georgia",""
"    Estimate","169,649"
"    Margin of Error","*****"
"Irwin County, Georgia",""
"    Estimate","9,285"
"    Margin of Error","*****"
"Jackson County, Georgia",""
"    Estimate","84,757"
"    Margin of Error","*****"
"Jasper County, Georgia",""
"    Estimate","15,929"
"    Margin of Error","*****"
"Jeff Davis County, Georgia",""
"    Estimate","14,924"
"    Margin of Error","*****"
"Jefferson County, Georgia",""
"    Estimate","15,341"
"    Margin of Error","*****"
"Jenkins County, Georgia",""
"    Estimate","8,711"
"    Margin of Error","*****"
"Johnson County, Georgia",""
"    Estimate","9,190"
"    Margin of Error","*****"
"Jones County, Georgia",""
"    Estimate","28,673"
"    Margin of Error","*****"
"Lamar County, Georgia",""
"    Estimate","19,571"
"    Margin of Error","*****"
"Lanier County, Georgia",""
"    Estimate","10,221"
"    Margin of Error","*****"
"Laurens County, Georgia",""
"    Estimate","49,798"
"    Margin of Error","*****"
"Lee County, Georgia",""
"    Estimate","33,626"
"    Margin of Error","*****"
"Liberty County, Georgia",""
"    Estimate","67,397"
"    Margin of Error","*****"
"Lincoln County, Georgia",""
"    Estimate","7,854"
"    Margin of Error","*****"
"Long County, Georgia",""
"    Estimate","18,374"
"    Margin of Error","*****"
"Lowndes County, Georgia",""
"    Estimate","119,965"
"    Margin of Error","*****"
"Lumpkin County, Georgia",""
"    Estimate","34,505"
"    Margin of Error","*****"
"McDuffie County, Georgia",""
"    Estimate","21,718"
"    Margin of Error","*****"
"McIntosh County, Georgia",""
"    Estimate","11,312"
"    Margin of Error","*****"
"Macon County, Georgia",""
"    Estimate","11,864"
"    Margin of Error","*****"
"Madison County, Georgia",""
